"Word","CEFR"
"dotterbolag","C1"
"irakier","C1"
"istid","C1"
"till slut","C1"
"försening","C1"
"färja","C1"
"förståelig","C1"
"prenumerera","C1"
"ansluten","C1"
"romantik","C1"
"bisarr","C1"
"förfalla","C1"
"lås","C1"
"principiellt","C1"
"samförstånd","C1"
"jazz","C1"
"ritual","C1"
"segel","C1"
"exotisk","C1"
"informationssamhälle","C1"
"lukt","C1"
"skrapa","C1"
"uppgradera","C1"
"mäklare","C1"
"reservera","C1"
"bur","C1"
"snöa","C1"
"anteckna","C1"
"box","C1"
"korsning","C1"
"legitimera","C1"
"förfärlig","C1"
"förvånansvärt","C1"
"kretsa","C1"
"implementera","C1"
"alster","C1"
"energikälla","C1"
"livsfarlig","C1"
"livskvalitet","C1"
"måttlig","C1"
"tryggt","C1"
"bäck","C1"
"förtal","C1"
"förutsägbar","C1"
"intensifiera","C1"
"naturresurs","C1"
"otänkbar","C1"
"varsel","C1"
"tillbehör","C1"
"betong","C1"
"nybörjare","C1"
"ruin","C1"
"sortiment","C1"
"nyans","C1"
"uppbära","C1"
"arkeologisk","C1"
"okunnighet","C1"
"anseende","C1"
"förbannelse","C1"
"jubla","C1"
"lejon","C1"
"session","C1"
"effektivisera","C1"
"hotfull","C1"
"miljöpolitik","C1"
"storföretag","C1"
"suveränitet","C1"
"utanför","C1"
"landshövding","C1"
"statsbidrag","C1"
"storslagen","C1"
"separera","C1"
"firande","C1"
"hyllning","C1"
"oljepris","C1"
"biologi","C1"
"rimligtvis","C1"
"arbetarparti","C1"
"beskåda","C1"
"briljant","C1"
"lott","C1"
"kidnappa","C1"
"girighet","C1"
"härröra","C1"
"på sätt och vis","C1"
"framlägga","C1"
"förorsaka","C1"
"häck","C1"
"hemvist","C1"
"andetag","C1"
"berusad","C1"
"tortera","C1"
"kanadensisk","C1"
"protestantisk","C1"
"läktare","C1"
"marxist","C1"
"peta","C1"
"sakkunnig","C1"
"svängning","C1"
"tanka","C1"
"sympatisk","C1"
"översikt","C1"
"midnatt","C1"
"amatör","C1"
"befalla","C1"
"handledare","C1"
"bostadsmarknad","C1"
"klappa","C1"
"media","C1"
"när som helst","C1"
"pil","C1"
"rättsstat","C1"
"röra","C1"
"vålla","C1"
"blygsam","C1"
"exponering","C1"
"närområde","C1"
"otrogen","C1"
"varva","C1"
"regent","C1"
"bunt","C1"
"fostra","C1"
"funktionell","C1"
"klinisk","C1"
"värdegrund","C1"
"förutsäga","C1"
"begrunda","C1"
"tennis","C1"
"destination","C1"
"taktisk","C1"
"österrikisk","C1"
"manifestera","C1"
"förakta","C1"
"invandringspolitik","C1"
"utbrista","C1"
"aids","C1"
"bekanta","C1"
"utövare","C1"
"angå","C1"
"förlossning","C1"
"återgång","C1"
"procedur","C1"
"äventyra","C1"
"rep","C1"
"sväva","C1"
"diet","C1"
"filter","C1"
"gratis","C1"
"legendarisk","C1"
"plagg","C1"
"impuls","C1"
"parkering","C1"
"beståndsdel","C1"
"brottslig","C1"
"årstid","C1"
"underlåta","C1"
"episod","C1"
"kock","C1"
"affärsman","C1"
"högkonjunktur","C1"
"lur","C1"
"nu","C1"
"opinionsbildning","C1"
"premiss","C1"
"insistera","C1"
"grafik","C1"
"munk","C1"
"skörd","C1"
"dräkt","C1"
"galenskap","C1"
"franska","C1"
"pistol","C1"
"pyssla","C1"
"urholka","C1"
"galning","C1"
"hugg","C1"
"preferens","C1"
"uppslag","C1"
"exploatera","C1"
"förväxla","C1"
"tomat","C1"
"ocean","C1"
"cyklist","C1"
"näve","C1"
"omstrukturering","C1"
"restriktiv","C1"
"skina","C1"
"skulptur","C1"
"ättling","C1"
"helgon","C1"
"utstå","C1"
"envisas","C1"
"pedagogik","C1"
"postning","C1"
"trygga","C1"
"uppmärksam","C1"
"bädda","C1"
"fuktig","C1"
"fundament","C1"
"reformation","C1"
"grilla","C1"
"italienare","C1"
"famn","C1"
"genomgripande","C1"
"skägg","C1"
"slappna","C1"
"medalj","C1"
"expansiv","C1"
"matlagning","C1"
"rytm","C1"
"elefant","C1"
"patetisk","C1"
"batteri","C1"
"tippa","C1"
"ambulans","C1"
"bearbetning","C1"
"huvudkontor","C1"
"precisera","C1"
"folkmassa","C1"
"ohållbar","C1"
"revision","C1"
"såra","C1"
"mix","C1"
"vy","C1"
"diplomat","C1"
"affisch","C1"
"associera","C1"
"kalkyl","C1"
"konstgjord","C1"
"polack","C1"
"renovering","C1"
"maffia","C1"
"snickare","C1"
"teolog","C1"
"väster om","C1"
"kontinuitet","C1"
"marginell","C1"
"ojämn","C1"
"skoja","C1"
"tangentbord","C1"
"migration","C1"
"säck","C1"
"körning","C1"
"blond","C1"
"dygd","C1"
"förorening","C1"
"svenskspråkig","C1"
"lera","C1"
"befattning","C1"
"föredöme","C1"
"genetiskt","C1"
"sucka","C1"
"framhäva","C1"
"laboratorium","C1"
"strypa","C1"
"kroppslig","C1"
"pool","C1"
"sionism","C1"
"uttag","C1"
"begynnelse","C1"
"likartad","C1"
"slakt","C1"
"naturvetenskap","C1"
"premie","C1"
"snus","C1"
"tillgå","C1"
"vadå","C1"
"valresultat","C1"
"västerut","C1"
"diamant","C1"
"kulle","C1"
"avlyssna","C1"
"bärbar","C1"
"förkylning","C1"
"piano","C1"
"plåga","C1"
"signalera","C1"
"snubbe","C1"
"eftergift","C1"
"major","C1"
"veterinär","C1"
"utopi","C1"
"författa","C1"
"gräsmatta","C1"
"bifoga","C1"
"parkera","C1"
"fastland","C1"
"mentalitet","C1"
"slagfält","C1"
"stimulans","C1"
"proffs","C1"
"ekvation","C1"
"repris","C1"
"rådgivande","C1"
"vinnande","C1"
"diskret","C1"
"befallning","C1"
"pipa","C1"
"kjol","C1"
"bubbla","C1"
"mirakel","C1"
"hednisk","C1"
"lök","C1"
"infektion","C1"
"integrering","C1"
"uträtta","C1"
"älskling","C1"
"pedagog","C1"
"kvalitativ","C1"
"motorcykel","C1"
"styrelseledamot","C1"
"tvärt","C1"
"domän","C1"
"subjekt","C1"
"fana","C1"
"fax","C1"
"belasta","C1"
"föreläsare","C1"
"lagstiftare","C1"
"högkvarter","C1"
"fascinera","C1"
"fånig","C1"
"administratör","C1"
"förälskad","C1"
"gagna","C1"
"modifiera","C1"
"realisera","C1"
"samlag","C1"
"skymta","C1"
"utbredning","C1"
"utkant","C1"
"envis","C1"
"syndare","C1"
"paradox","C1"
"bräda","C1"
"ordbok","C1"
"översättare","C1"
"avkomma","C1"
"avlägga","C1"
"utnämning","C1"
"riddare","C1"
"handikapp","C1"
"myra","C1"
"hop","C1"
"föreläsa","C1"
"besläktad","C1"
"halvö","C1"
"sammanslagning","C1"
"yngling","C1"
"klassificera","C1"
"spruta","C1"
"spärra","C1"
"biograf","C1"
"klan","C1"
"löpning","C1"
"profit","C1"
"hållbarhet","C1"
"foder","C1"
"framsida","C1"
"solidarisk","C1"
"tallrik","C1"
"nominering","C1"
"handbok","C1"
"debut","C1"
"försiktighet","C1"
"groda","C1"
"hobby","C1"
"bidragande","C1"
"blomstra","C1"
"välbefinnande","C1"
"deg","C1"
"demo","C1"
"fiskare","C1"
"ryggsäck","C1"
"behaga","C1"
"ekumenisk","C1"
"partikel","C1"
"svettig","C1"
"tårta","C1"
"utsida","C1"
"drunkna","C1"
"kognitiv","C1"
"prägel","C1"
"klang","C1"
"pc","C1"
"faktura","C1"
"oroväckande","C1"
"broschyr","C1"
"mästerskap","C1"
"terror","C1"
"duk","C1"
"expertis","C1"
"jungfru","C1"
"utgivning","C1"
"avundsjuka","C1"
"multinationell","C1"
"vett","C1"
"insättning","C1"
"statisk","C1"
"stavning","C1"
"steka","C1"
"bedra","C1"
"förvandling","C1"
"snäv","C1"
"läka","C1"
"nagel","C1"
"utdragen","C1"
"överordnad","C1"
"tillbe","C1"
"avsändare","C1"
"beklaglig","C1"
"sköld","C1"
"syre","C1"
"bubbla","C1"
"kväva","C1"
"motstå","C1"
"väktare","C1"
"express","C1"
"häxa","C1"
"irritera","C1"
"lärobok","C1"
"nerv","C1"
"pendla","C1"
"trakassera","C1"
"förvaring","C1"
"oskuld","C1"
"sydlig","C1"
"gudinna","C1"
"sponsor","C1"
"bekantskap","C1"
"skoj","C1"
"filial","C1"
"kvalifikation","C1"
"ratificera","C1"
"spis","C1"
"strumpa","C1"
"hetta","C1"
"kyssa","C1"
"sekundär","C1"
"utmanande","C1"
"avbilda","C1"
"segling","C1"
"drastisk","C1"
"korg","C1"
"avsiktligt","C1"
"tystna","C1"
"underjordisk","C1"
"entusiastisk","C1"
"talarstol","C1"
"omöjlighet","C1"
"kriga","C1"
"kylskåp","C1"
"skoj","C1"
"omkomma","C1"
"territoriell","C1"
"provisorisk","C1"
"tablett","C1"
"galax","C1"
"sallad","C1"
"berömd","C1"
"hjälm","C1"
"teknologisk","C1"
"försumma","C1"
"föråldrad","C1"
"komplexitet","C1"
"kronisk","C1"
"geni","C1"
"kvadratmeter","C1"
"tillfoga","C1"
"upprepning","C1"
"cirkulera","C1"
"kvantitativ","C1"
"kvot","C1"
"hallå","C1"
"tröskel","C1"
"syndrom","C1"
"tvilling","C1"
"modernisera","C1"
"stämpel","C1"
"autonomi","C1"
"mjöl","C1"
"vägledande","C1"
"slagsmål","C1"
"semifinal","C1"
"diktera","C1"
"lärorik","C1"
"samarbetspartner","C1"
"envar","C1"
"bokhandel","C1"
"dunkel","C1"
"reparation","C1"
"docka","C1"
"obehag","C1"
"originell","C1"
"galleri","C1"
"ökänd","C1"
"mottagning","C1"
"intensitet","C1"
"modernisering","C1"
"visuell","C1"
"kommentator","C1"
"beskydd","C1"
"döv","C1"
"knäppa","C1"
"grundlig","C1"
"husdjur","C1"
"halvvägs","C1"
"tomhet","C1"
"ansats","C1"
"iskall","C1"
"ofattbar","C1"
"tiger","C1"
"applikation","C1"
"självstyre","C1"
"mästerverk","C1"
"svett","C1"
"studsa","C1"
"optimism","C1"
"uppgradering","C1"
"befordra","C1"
"intyga","C1"
"vinka","C1"
"motsägelse","C1"
"martyr","C1"
"satellit","C1"
"uppriktig","C1"
"bedrift","C1"
"förvaltare","C1"
"biträdande","C1"
"segrare","C1"
"dumpa","C1"
"övervikt","C1"
"kollapsa","C1"
"städning","C1"
"borra","C1"
"nyfödd","C1"
"smink","C1"
"parentes","C1"
"infödd","C1"
"irritation","C1"
"rutten","C1"
"fakultet","C1"
"skiss","C1"
"rand","C1"
"festa","C1"
"frekvent","C1"
"prestanda","C1"
"djärv","C1"
"omtyckt","C1"
"skrik","C1"
"förtvivlad","C1"
"uttrycklig","C1"
"signera","C1"
"experimentera","C1"
"födsel","C1"
"ombyggnad","C1"
"avgrund","C1"
"kapell","C1"
"planta","C1"
"våt","C1"
"fångenskap","C1"
"korrekthet","C1"
"variabel","C1"
"formulär","C1"
"gap","C1"
"manifest","C1"
"handlare","C1"
"mobilisering","C1"
"återförsäljare","C1"
"fördjupning","C1"
"räv","C1"
"anvisa","C1"
"definitiv","C1"
"misstänksam","C1"
"intervall","C1"
"gryta","C1"
"återvinna","C1"
"frakta","C1"
"gumma","C1"
"ojämlikhet","C1"
"krut","C1"
"precision","C1"
"anslå","C1"
"orealistisk","C1"
"copyright","C1"
"företräde","C1"
"minimum","C1"
"skolgång","C1"
"giltighet","C1"
"anknyta","C1"
"avskeda","C1"
"barmhärtighet","C1"
"gevär","C1"
"visum","C1"
"analytisk","C1"
"intrig","C1"
"förkorta","C1"
"påträffa","C1"
"skådespel","C1"
"avtryck","C1"
"disponera","C1"
"knuffa","C1"
"vägran","C1"
"charm","C1"
"uthärda","C1"
"högtidlig","C1"
"komplikation","C1"
"delegat","C1"
"socialförsäkring","C1"
"öm","C1"
"bälte","C1"
"privatisera","C1"
"lillebror","C1"
"smuts","C1"
"kudde","C1"
"slätt","C1"
"kondom","C1"
"tank","C1"
"bråkdel","C1"
"ögonbryn","C1"
"undkomma","C1"
"hejdå (el. hej då)","C1"
"spannmål","C1"
"uttal","C1"
"kompositör","C1"
"korn","C1"
"täckning","C1"
"anstalt","C1"
"förmedling","C1"
"deprimerad","C1"
"sammankomst","C1"
"vänligen","C1"
"grymhet","C1"
"nykter","C1"
"solid","C1"
"idealisk","C1"
"pyramid","C1"
"stövel","C1"
"gråt","C1"
"täcke","C1"
"blinka","C1"
"gränd","C1"
"otillåten","C1"
"prestige","C1"
"tolk","C1"
"reträtt","C1"
"nolla","C1"
"bricka","C1"
"korrigering","C1"
"lyxig","C1"
"reaktor","C1"
"banan","C1"
"kult","C1"
"komedi","C1"
"trick","C1"
"separation","C1"
"avlösa","C1"
"betvivla","C1"
"likaledes","C1"
"retur","C1"
"dussin","C1"
"kylig","C1"
"dröjsmål","C1"
"grädde","C1"
"intellekt","C1"
"aggression","C1"
"buske","C1"
"minderårig","C1"
"spinna","C1"
"interaktion","C1"
"terminologi","C1"
"östlig","C1"
"avsked","C1"
"hal","C1"
"rival","C1"
"proklamera","C1"
"sofistikerad","C1"
"spruta","C1"
"anständig","C1"
"pump","C1"
"sexig","C1"
"förflyttning","C1"
"huvudsak","C1"
"utelämna","C1"
"boskap","C1"
"exponera","C1"
"lila","C1"
"tillägna","C1"
"genus","C1"
"verb","C1"
"köpman","C1"
"vidarebefordra","C1"
"frånta","C1"
"interaktiv","C1"
"lagstifta","C1"
"specialitet","C1"
"stråla","C1"
"domkyrka","C1"
"slapp","C1"
"utvinna","C1"
"upphöjd","C1"
"vykort","C1"
"assistans","C1"
"begåvning","C1"
"måleri","C1"
"påhitt","C1"
"kompakt","C1"
"samtycka","C1"
"hälsovård","C1"
"lyft","C1"
"asfalt","C1"
"underkänna","C1"
"uppoffring","C1"
"utrusta","C1"
"förflyta","C1"
"handledning","C1"
"oenighet","C1"
"slogan","C1"
"triumf","C1"
"färdigställa","C1"
"skötsel","C1"
"portal","C1"
"överdrivet","C1"
"applådera","C1"
"husvagn","C1"
"vodka","C1"
"lansering","C1"
"handduk","C1"
"honung","C1"
"kanin","C1"
"målare","C1"
"plågsam","C1"
"trollkarl","C1"
"avancera","C1"
"homogen","C1"
"skingra","C1"
"underordna","C1"
"överlägsenhet","C1"
"krocka","C1"
"filt","C1"
"herravälde","C1"
"ryttare","C1"
"peppar","C1"
"nominell","C1"
"spola","C1"
"defensiv","C1"
"katedral","C1"
"fjärran","C1"
"skär","C1"
"desperation","C1"
"blöda","C1"
"ört","C1"
"avslappnad","C1"
"efterlevnad","C1"
"resande","C1"
"bär","C1"
"mysterium","C1"
"omvänt","C1"
"lillasyster","C1"
"massage","C1"
"märkbar","C1"
"hane","C1"
"regelrätt","C1"
"gryning","C1"
"gudom","C1"
"överste","C1"
"uttråkad","C1"
"helikopter","C1"
"parasit","C1"
"utgrävning","C1"
"drake","C1"
"kryssa","C1"
"stolpe","C1"
"kartong","C1"
"realism","C1"
"stackare","C1"
"höft","C1"
"skinka","C1"
"stökig","C1"
"råna","C1"
"anförtro","C1"
"försäljare","C1"
"gränssnitt","C1"
"stängning","C1"
"elfte","C1"
"schack","C1"
"benägenhet","C1"
"intag","C1"
"stadion","C1"
"autentisk","C1"
"blankett","C1"
"fotografering","C1"
"rullstol","C1"
"årtal","C1"
"språng","C1"
"brunn","C1"
"artificiell","C1"
"företagsamhet","C1"
"filtrera","C1"
"förolämpning","C1"
"kompani","C1"
"subventionera","C1"
"uthållighet","C1"
"matsal","C1"
"skymning","C1"
"bekvämlighet","C1"
"eländig","C1"
"ark","C1"
"bulle","C1"
"parad","C1"
"stressa","C1"
"glimt","C1"
"massaker","C1"
"riklig","C1"
"utlopp","C1"
"diplomati","C1"
"sås","C1"
"omfamna","C1"
"absorbera","C1"
"brandman","C1"
"lätthet","C1"
"uppslutning","C1"
"farväl","C1"
"specificera","C1"
"broms","C1"
"dynasti","C1"
"tomrum","C1"
"förbrukning","C1"
"klia","C1"
"tillgripa","C1"
"trög","C1"
"välgörenhet","C1"
"instinkt","C1"
"hädanefter","C1"
"utdela","C1"
"adoption","C1"
"försvinnande","C1"
"gisslan","C1"
"kvalificera","C1"
"nykomling","C1"
"prenumeration","C1"
"barack","C1"
"fotbollsspelare","C1"
"förevändning","C1"
"aha","C1"
"bukt","C1"
"grundtanke","C1"
"slicka","C1"
"genial","C1"
"grind","C1"
"kuvert","C1"
"odödlig","C1"
"elektronik","C1"
"publicitet","C1"
"barnmorska","C1"
"påfallande","C1"
"kavaj","C1"
"lins","C1"
"psyke","C1"
"allergi","C1"
"resande","C1"
"specialisera","C1"
"mognad","C1"
"skelett","C1"
"mager","C1"
"beslutsamhet","C1"
"brödraskap","C1"
"slumpmässig","C1"
"helgdag","C1"
"inlärning","C1"
"manuskript","C1"
"massvis","C1"
"uppvisning","C1"
"följeslagare","C1"
"ovetande","C1"
"portfölj","C1"
"trohet","C1"
"kontant","C1"
"kontanter","C1"
"bomull","C1"
"höna","C1"
"nattvard","C1"
"rutt","C1"
"avsättning","C1"
"lår","C1"
"motbevisa","C1"
"gröt","C1"
"logotyp","C1"
"nyårsafton","C1"
"fläkt","C1"
"högtalare","C1"
"kräkas","C1"
"lokalisera","C1"
"lantbruk","C1"
"fjäril","C1"
"officer","C1"
"påbud","C1"
"underkläder","C1"
"hastig","C1"
"faster","C1"
"sammankalla","C1"
"anekdot","C1"
"rekommenderad","C1"
"dike","C1"
"parfym","C1"
"intuition","C1"
"kortvarig","C1"
"växthus","C1"
"modul","C1"
"fantisera","C1"
"landsman","C1"
"skönlitteratur","C1"
"maka","C1"
"prosa","C1"
"användbarhet","C1"
"förläggare","C1"
"förolämpa","C1"
"påföljande","C1"
"notering","C1"
"nål","C1"
"talrik","C1"
"komplettering","C1"
"ordspråk","C1"
"solnedgång","C1"
"attribut","C1"
"fosterland","C1"
"klot","C1"
"utbetala","C1"
"alfabet","C1"
"bokföring","C1"
"fräck","C1"
"gammaldags","C1"
"Jorden","C1"
"jaså","C1"
"lämplighet","C1"
"sönderfall","C1"
"ämbetsman","C1"
"duell","C1"
"likviditet","C1"
"lossna","C1"
"mikrofon","C1"
"trottoar","C1"
"slips","C1"
"hormon","C1"
"illamående","C1"
"tilldelning","C1"
"aluminium","C1"
"kappa","C1"
"permission","C1"
"försprång","C1"
"intim","C1"
"älskare","C1"
"skvaller","C1"
"metodik","C1"
"attraktion","C1"
"fragment","C1"
"magister","C1"
"reserv","C1"
"ekologi","C1"
"sponsring","C1"
"adelsman","C1"
"maskineri","C1"
"spalt","C1"
"underkastelse","C1"
"uråldrig","C1"
"clown","C1"
"noll","C1"
"verbal","C1"
"framträdande","C1"
"polisstation","C1"
"borsta","C1"
"bägare","C1"
"gränslös","C1"
"kärl","C1"
"utomordentlig","C1"
"manager","C1"
"sångerska","C1"
"kooperativ","C1"
"genomskinlig","C1"
"kalender","C1"
"option","C1"
"arkeolog","C1"
"oändlighet","C1"
"netto","C1"
"veto","C1"
"veteran","C1"
"kalori","C1"
"vits","C1"
"kruka","C1"
"lotteri","C1"
"spektrum","C1"
"attentat","C1"
"avtala","C1"
"förutsägelse","C1"
"halvtid","C1"
"kvitto","C1"
"oförutsedd","C1"
"livskraftig","C1"
"delegera","C1"
"flit","C1"
"fullvärdig","C1"
"stab","C1"
"päron","C1"
"myndig","C1"
"förräderi","C1"
"förskott","C1"
"raka","C1"
"svida","C1"
"syntetisk","C1"
"mala","C1"
"frisör","C1"
"osanning","C1"
"identifiering","C1"
"undre","C1"
"återvinning","C1"
"hurra","C1"
"landning","C1"
"spilla","C1"
"duva","C1"
"pryda","C1"
"karakterisera","C1"
"komponera","C1"
"vidsträckt","C1"
"areal","C1"
"utvecklare","C1"
"betjäna","C1"
"projektion","C1"
"skrattretande","C1"
"bacon","C1"
"gräl","C1"
"diameter","C1"
"förhöra","C1"
"läsk","C1"
"tillmäta","C1"
"åsna","C1"
"konsolidering","C1"
"tidtabell","C1"
"återbetalning","C1"
"explicit","C1"
"kafé (el. café)","C1"
"manifest","C1"
"stram","C1"
"handske","C1"
"informativ","C1"
"rekonstruktion","C1"
"ridning","C1"
"garn","C1"
"samtidig","C1"
"matt","C1"
"bredda","C1"
"gruppledare","C1"
"certifikat","C1"
"garage","C1"
"sociologi","C1"
"angränsande","C1"
"festlig","C1"
"generalisera","C1"
"glödlampa","C1"
"grubbla","C1"
"lantbrukare","C1"
"stipendium","C1"
"strukturera","C1"
"tjur","C1"
"böna","C1"
"erotisk","C1"
"förträfflig","C1"
"löpare","C1"
"medlidande","C1"
"spänd","C1"
"gardin","C1"
"programmerare","C1"
"radiostation","C1"
"hosta","C1"
"jämvikt","C1"
"tonvikt","C1"
"lobby","C1"
"explosiv","C1"
"hjälplös","C1"
"klausul","C1"
"spindel","C1"
"topplista","C1"
"klump","C1"
"trivsam","C1"
"brådskande","C1"
"elementär","C1"
"rättfärdiga","C1"
"navigera","C1"
"darra","C1"
"flygel","C1"
"orientering","C1"
"utpräglad","C1"
"bebo","C1"
"embryo","C1"
"lexikon","C1"
"experimentell","C1"
"instifta","C1"
"väsentligen","C1"
"kortfattad","C1"
"referat","C1"
"fyr","C1"
"förbränning","C1"
"inrymma","C1"
"privilegierad","C1"
"kardinal","C1"
"essens","C1"
"affärsverksamhet","C1"
"extraordinär","C1"
"grammatik","C1"
"komposition","C1"
"krok","C1"
"kyss","C1"
"företrädesvis","C1"
"medfödd","C1"
"jurisdiktion","C1"
"knipa","C1"
"kondition","C1"
"oriktig","C1"
"proportionell","C1"
"själslig","C1"
"dagsljus","C1"
"fukt","C1"
"abonnemang","C1"
"sammanföra","C1"
"ånga","C1"
"aktiemarknad","C1"
"mapp","C1"
"prototyp","C1"
"vilseleda","C1"
"immigrant","C1"
"anlag","C1"
"fullmakt","C1"
"hyresvärd","C1"
"klassificering","C1"
"parlamentsledamot","C1"
"försena","C1"
"renhet","C1"
"övertid","C2"
"allergisk","C2"
"eskalera","C2"
"föreståndare","C2"
"spanare","C2"
"instruktör","C2"
"mugg","C2"
"granat","C2"
"ofrivillig","C2"
"subtil","C2"
"successiv","C2"
"välvilja","C2"
"banal","C2"
"spjut","C2"
"hektar","C2"
"avvärja","C2"
"hållplats","C2"
"härma","C2"
"distributör","C2"
"hårdvara","C2"
"grop","C2"
"repetera","C2"
"utrotning","C2"
"grannskap","C2"
"kamel","C2"
"avlopp","C2"
"hjälpsam","C2"
"ämnesområde","C2"
"ändlös","C2"
"flamma","C2"
"livmoder","C2"
"reduktion","C2"
"susa","C2"
"funktionalitet","C2"
"kulminera","C2"
"slät","C2"
"hysteri","C2"
"rulle","C2"
"nattlig","C2"
"stråle","C2"
"avskilja","C2"
"värdesätta","C2"
"bark","C2"
"nalle","C2"
"fångst","C2"
"revolutionerande","C2"
"ark","C2"
"fåtölj","C2"
"ogiltig","C2"
"hygien","C2"
"tegel","C2"
"accelerera","C2"
"gedigen","C2"
"känslighet","C2"
"sluttning","C2"
"nordväst","C2"
"utsökt","C2"
"analogi","C2"
"avliden","C2"
"specifikation","C2"
"samordnare","C2"
"stöt","C2"
"bandit","C2"
"devalvering","C2"
"internationalisering","C2"
"kölvatten","C2"
"frige","C2"
"åska","C2"
"hallå","C2"
"badkar","C2"
"obligation","C2"
"vertikal","C2"
"sommarlov","C2"
"volontär","C2"
"likgiltighet","C2"
"mottaglig","C2"
"noggrannhet","C2"
"tjat","C2"
"addera","C2"
"barnvagn","C2"
"hurra","C2"
"simning","C2"
"omvårdnad","C2"
"beskydda","C2"
"fyrkantig","C2"
"tunna","C2"
"ull","C2"
"avresa","C2"
"båge","C2"
"robust","C2"
"suppleant","C2"
"energisk","C2"
"rikligt","C2"
"blotta","C2"
"lokalisering","C2"
"interagera","C2"
"julgran","C2"
"porto","C2"
"stick","C2"
"rotera","C2"
"kiosk","C2"
"galler","C2"
"onormal","C2"
"oräknelig","C2"
"olivolja","C2"
"bokning","C2"
"förskräcklig","C2"
"inspektera","C2"
"orientera","C2"
"smeka","C2"
"välgörande","C2"
"reception","C2"
"reproduktion","C2"
"konsul","C2"
"konsulat","C2"
"medvetslös","C2"
"moped","C2"
"sammanträda","C2"
"altare","C2"
"kidnappning","C2"
"uppfyllelse","C2"
"betingelse","C2"
"förplikta","C2"
"handväska","C2"
"häkta","C2"
"rådjur","C2"
"specialisering","C2"
"överfall","C2"
"frimärke","C2"
"lakan","C2"
"gurka","C2"
"kanna","C2"
"midja","C2"
"omringa","C2"
"styrelseordförande","C2"
"ödelägga","C2"
"slang","C2"
"överhuvud","C2"
"handelsman","C2"
"linjär","C2"
"telekommunikation","C2"
"karakteristisk","C2"
"åklagarmyndighet","C2"
"årsdag","C2"
"repetition","C2"
"underskrift","C2"
"förgrund","C2"
"grönska","C2"
"kungörelse","C2"
"besvära","C2"
"reflex","C2"
"inspektör","C2"
"stum","C2"
"uppdra","C2"
"gunga","C2"
"kooperativ","C2"
"legitimation","C2"
"patriotisk","C2"
"aptit","C2"
"artig","C2"
"beskyddare","C2"
"samstämmighet","C2"
"uppehälle","C2"
"segment","C2"
"stege","C2"
"rea","C2"
"oliv","C2"
"syra","C2"
"vattna","C2"
"besätta","C2"
"dispyt","C2"
"kräfta","C2"
"läcker","C2"
"vaktmästare","C2"
"byggnation","C2"
"förlåt","C2"
"bi","C2"
"dårskap","C2"
"räka","C2"
"terminal","C2"
"vakuum","C2"
"fusion","C2"
"utskrift","C2"
"offert","C2"
"botemedel","C2"
"säregen","C2"
"taxa","C2"
"välvillig","C2"
"klumpig","C2"
"tillflykt","C2"
"vävnad","C2"
"majestät","C2"
"immunitet","C2"
"ombildning","C2"
"omstridd","C2"
"periferi","C2"
"nunna","C2"
"löjtnant","C2"
"återlämna","C2"
"stav","C2"
"fridfull","C2"
"höghus","C2"
"innevånare","C2"
"sjösätta","C2"
"trauma","C2"
"oväder","C2"
"spion","C2"
"komplicera","C2"
"substantiv","C2"
"undersida","C2"
"putsa","C2"
"kam","C2"
"manuell","C2"
"mittfält","C2"
"pizzeria","C2"
"sittplats","C2"
"uthyrning","C2"
"komplimang","C2"
"handtag","C2"
"bemästra","C2"
"obekant","C2"
"stapla","C2"
"tusental","C2"
"berättiga","C2"
"stereotyp","C2"
"vitlök","C2"
"alkoholism","C2"
"beröring","C2"
"bete","C2"
"flerårig","C2"
"förråda","C2"
"försändelse","C2"
"resväska","C2"
"flyktig","C2"
"kirurg","C2"
"otvivelaktigt","C2"
"saft","C2"
"varaktighet","C2"
"lekplats","C2"
"tillförlitlighet","C2"
"adjö","C2"
"käpp","C2"
"lossa","C2"
"summering","C2"
"exekutiv","C2"
"kandidatur","C2"
"tum","C2"
"återkoppling","C2"
"dofta","C2"
"encyklopedi","C2"
"förrädare","C2"
"tvättmaskin","C2"
"kvist","C2"
"tvål","C2"
"madrass","C2"
"heder","C2"
"knop","C2"
"maträtt","C2"
"njure","C2"
"alstra","C2"
"beslutsam","C2"
"kontur","C2"
"värka","C2"
"droppe","C2"
"inställa","C2"
"programmera","C2"
"resebyrå","C2"
"gnista","C2"
"envishet","C2"
"stilig","C2"
"vänskaplig","C2"
"kristall","C2"
"passionerad","C2"
"yr","C2"
"besiktning","C2"
"delgivning","C2"
"gjuta","C2"
"smörja","C2"
"ådra","C2"
"åkomma","C2"
"stång","C2"
"konsultera","C2"
"återuppliva","C2"
"växtlighet","C2"
"frost","C2"
"lykta","C2"
"akustisk","C2"
"antydning","C2"
"häl","C2"
"hängivenhet","C2"
"orätt","C2"
"syntes","C2"
"ungdomlig","C2"
"citron","C2"
"tillbakadragande","C2"
"förfalskning","C2"
"tass","C2"
"trasa","C2"
"orgel","C2"
"oberoende","C2"
"geometri","C2"
"omfång","C2"
"oviss","C2"
"uteslutning","C2"
"utsända","C2"
"pensionering","C2"
"förstora","C2"
"försvinnande","C2"
"paraply","C2"
"plakat","C2"
"veranda","C2"
"kosttillskott","C2"
"krock","C2"
"skyltfönster","C2"
"munter","C2"
